ID condition type block concept sound concept_dist sound_dist answer correct gender age native other problem
subject_3 2 Test 2 flower asa catch catch 0 0 F 30-39 yes No No
subject_3 3 Test 1 fish ar_a_X_a similar different 1 1 F 30-39 yes No No
subject_3 3 Test 1 fish ar_a_X_a similar different 0 1 F 30-39 yes No No
subject_3 3 Test 1 fish ar_a_X_a similar different 1 1 F 30-39 yes No No
subject_3 3 Test 1 fish ar_a_X_a similar different 1 1 F 30-39 yes No No
subject_3 3 Test 2 fish ar_a_X_a similar different 1 1 F 30-39 yes No No
subject_3 3 Test 2 fish ar_a_X_a similar different 0 0 F 30-39 yes No No
subject_3 3 Test 2 fish ar_a_X_a similar different 1 1 F 30-39 yes No No
subject_3 3 Test 2 fish ar_a_X_a similar different 0 0 F 30-39 yes No No
subject_3 4 Test 1 tree aba different similar 0 0 F 30-39 yes No No
subject_3 4 Test 1 tree aba different similar 0 0 F 30-39 yes No No
subject_3 4 Test 1 tree aba different similar 1 1 F 30-39 yes No No
subject_3 4 Test 1 tree aba different similar 1 1 F 30-39 yes No No
subject_3 4 Test 2 tree aba different similar 0 0 F 30-39 yes No No
subject_3 4 Test 2 tree aba different similar 0 0 F 30-39 yes No No
subject_3 4 Test 2 tree aba different similar 1 1 F 30-39 yes No No
subject_3 4 Test 2 tree aba different similar 1 1 F 30-39 yes No No
subject_4 joint Test_pre NA   NA NA 0 NA M 30-39 yes No No
subject_4 joint Test_pre NA   NA NA 1 NA M 30-39 yes No No
subject_4 0 Test 1 bug aba different different 0 0 M 30-39 yes No No
subject_4 0 Test 1 bug aba different different 1 1 M 30-39 yes No No
subject_4 0 Test 1 bug aba different different 1 0 M 30-39 yes No No
subject_4 0 Test 1 bug aba different different 1 1 M 30-39 yes No No
subject_4 0 Test 2 bug aba different different 0 0 M 30-39 yes No No
subject_4 0 Test 2 bug aba different different 1 1 M 30-39 yes No No
subject_4 0 Test 2 bug aba different different 0 0 M 30-39 yes No No
subject_4 0 Test 2 bug aba different different 0 1 M 30-39 yes No No
subject_4 1 Test 1 tree ar_a_X_a similar similar 0 0 M 30-39 yes No No
subject_4 1 Test 1 tree ar_a_X_a similar similar 0 1 M 30-39 yes No No
subject_4 1 Test 1 tree ar_a_X_a similar similar 0 1 M 30-39 yes No No
subject_4 1 Test 1 tree ar_a_X_a similar similar 0 0 M 30-39 yes No No
subject_4 1 Test 2 tree ar_a_X_a similar similar 0 1 M 30-39 yes No No
subject_4 1 Test 2 tree ar_a_X_a similar similar 1 0 M 30-39 yes No No
subject_4 1 Test 2 tree ar_a_X_a similar similar 1 0 M 30-39 yes No No
subject_4 1 Test 2 tree ar_a_X_a similar similar 1 1 M 30-39 yes No No
subject_4 2 Test 1 flower asa catch catch 1 0 M 30-39 yes No No
subject_4 2 Test 1 flower asa catch catch 0 1 M 30-39 yes No No
subject_4 2 Test 1 flower asa catch catch 0 1 M 30-39 yes No No
subject_4 2 Test 1 flower asa catch catch 1 0 M 30-39 yes No No
subject_4 2 Test 2 flower asa catch catch 0 0 M 30-39 yes No No
subject_4 2 Test 2 flower asa catch catch 1 1 M 30-39 yes No No
subject_4 2 Test 2 flower asa catch catch 1 1 M 30-39 yes No No
subject_4 2 Test 2 flower asa catch catch 0 0 M 30-39 yes No No
subject_4 3 Test 1 bird aka different similar 1 0 M 30-39 yes No No
subject_4 3 Test 1 bird aka different similar 1 1 M 30-39 yes No No
subject_4 3 Test 1 bird aka different similar 0 1 M 30-39 yes No No
subject_4 3 Test 1 bird aka different similar 0 0 M 30-39 yes No No
subject_4 3 Test 2 bird aka different similar 0 0 M 30-39 yes No No
subject_4 3 Test 2 bird aka different similar 0 0 M 30-39 yes No No
subject_4 3 Test 2 bird aka different similar 0 1 M 30-39 yes No No
subject_4 3 Test 2 bird aka different similar 0 1 M 30-39 yes No No
subject_4 4 Test 1 fish in_a_d_aa similar different 0 0 M 30-39 yes No No
subject_4 4 Test 1 fish in_a_d_aa similar different 0 0 M 30-39 yes No No
subject_4 4 Test 1 fish in_a_d_aa similar different 0 0 M 30-39 yes No No
subject_4 4 Test 1 fish in_a_d_aa similar different 0 0 M 30-39 yes No No
subject_4 4 Test 2 fish in_a_d_aa similar different 0 0 M 30-39 yes No No
subject_4 4 Test 2 fish in_a_d_aa similar different 0 0 M 30-39 yes No No
subject_4 4 Test 2 fish in_a_d_aa similar different 0 0 M 30-39 yes No No
subject_4 4 Test 2 fish in_a_d_aa similar different 0 0 M 30-39 yes No No
subject_5 joint Test_pre NA   NA NA 0 NA O 30-39 yes No No
subject_5 joint Test_pre NA   NA NA 0 NA O 30-39 yes No No
subject_5 0 Test 1 tree aka similar different 0 0 O 30-39 yes No No
subject_5 0 Test 1 tree aka similar different 0 0 O 30-39 yes No No
subject_5 0 Test 1 tree aka similar different 1 1 O 30-39 yes No No
subject_5 0 Test 1 tree aka similar different 1 1 O 30-39 yes No No
subject_5 0 Test 2 tree aka similar different 1 1 O 30-39 yes No No
subject_5 0 Test 2 tree aka similar different 1 1 O 30-39 yes No No
subject_5 0 Test 2 tree aka similar different 1 1 O 30-39 yes No No
subject_5 0 Test 2 tree aka similar different 1 1 O 30-39 yes No No
subject_5 1 Test 1 bird in_a_d_aa different similar 0 0 O 30-39 yes No No
subject_5 1 Test 1 bird in_a_d_aa different similar 1 1 O 30-39 yes No No
subject_5 1 Test 1 bird in_a_d_aa different similar 1 1 O 30-39 yes No No
subject_5 1 Test 1 bird in_a_d_aa different similar 0 0 O 30-39 yes No No
subject_5 1 Test 2 bird in_a_d_aa different similar 1 1 O 30-39 yes No No
subject_5 1 Test 2 bird in_a_d_aa different similar 1 1 O 30-39 yes No No
subject_5 1 Test 2 bird in_a_d_aa different similar 0 0 O 30-39 yes No No
subject_5 1 Test 2 bird in_a_d_aa different similar 0 0 O 30-39 yes No No
subject_5 2 Test 1 flower asa catch catch 1 1 O 30-39 yes No No
subject_5 2 Test 1 flower asa catch catch 0 0 O 30-39 yes No No
subject_5 2 Test 1 flower asa catch catch 1 1 O 30-39 yes No No
subject_5 2 Test 1 flower asa catch catch 0 0 O 30-39 yes No No
subject_5 2 Test 2 flower asa catch catch 1 1 O 30-39 yes No No
subject_5 2 Test 2 flower asa catch catch 1 1 O 30-39 yes No No
subject_5 2 Test 2 flower asa catch catch 0 0 O 30-39 yes No No
subject_5 2 Test 2 flower asa catch catch 0 0 O 30-39 yes No No
subject_5 3 Test 1 fish aba different different 0 0 O 30-39 yes No No
subject_5 3 Test 1 fish aba different different 1 1 O 30-39 yes No No
subject_5 3 Test 1 fish aba different different 0 0 O 30-39 yes No No
subject_5 3 Test 1 fish aba different different 1 1 O 30-39 yes No No
subject_5 3 Test 2 fish aba different different 1 1 O 30-39 yes No No
subject_5 3 Test 2 fish aba different different 1 1 O 30-39 yes No No
subject_5 3 Test 2 fish aba different different 1 1 O 30-39 yes No No
subject_5 3 Test 2 fish aba different different 1 1 O 30-39 yes No No
subject_5 4 Test 1 bug ar_a_X_a similar similar 1 1 O 30-39 yes No No
subject_5 4 Test 1 bug ar_a_X_a similar similar 0 0 O 30-39 yes No No
subject_5 4 Test 1 bug ar_a_X_a similar similar 1 1 O 30-39 yes No No
subject_5 4 Test 1 bug ar_a_X_a similar similar 0 0 O 30-39 yes No No
subject_5 4 Test 2 bug ar_a_X_a similar similar 1 0 O 30-39 yes No No
subject_5 4 Test 2 bug ar_a_X_a similar similar 0 1 O 30-39 yes No No
subject_5 4 Test 2 bug ar_a_X_a similar similar 1 1 O 30-39 yes No No
subject_5 4 Test 2 bug ar_a_X_a similar similar 0 0 O 30-39 yes No No
subject_6 joint Test_pre NA   NA NA 0 NA M 20-29 yes No No
subject_6 joint Test_pre NA   NA NA 1 NA M 20-29 yes No No
subject_6 0 Test 1 fish aka different different 0 0 M 20-29 yes No No
subject_6 0 Test 1 fish aka different different 0 0 M 20-29 yes No No
subject_6 0 Test 1 fish aka different different 1 1 M 20-29 yes No No
subject_6 0 Test 1 fish aka different different 1 1 M 20-29 yes No No
subject_6 0 Test 2 fish aka different different 1 1 M 20-29 yes No No
subject_6 0 Test 2 fish aka different different 0 0 M 20-29 yes No No
subject_6 0 Test 2 fish aka different different 1 1 M 20-29 yes No No
subject_6 0 Test 2 fish aka different different 0 0 M 20-29 yes No No
subject_6 1 Test 1 bug in_a_d_aa similar similar 1 0 M 20-29 yes No No
subject_6 1 Test 1 bug in_a_d_aa similar similar 0 1 M 20-29 yes No No
subject_6 1 Test 1 bug in_a_d_aa similar similar 1 0 M 20-29 yes No No
subject_6 1 Test 1 bug in_a_d_aa similar similar 1 1 M 20-29 yes No No
subject_6 1 Test 2 bug in_a_d_aa similar similar 0 0 M 20-29 yes No No
subject_6 1 Test 2 bug in_a_d_aa similar similar 0 0 M 20-29 yes No No
subject_6 1 Test 2 bug in_a_d_aa similar similar 1 1 M 20-29 yes No No
subject_6 1 Test 2 bug in_a_d_aa similar similar 1 1 M 20-29 yes No No
subject_6 2 Test 1 flower asa catch catch 1 1 M 20-29 yes No No
subject_6 2 Test 1 flower asa catch catch 1 1 M 20-29 yes No No
subject_6 2 Test 1 flower asa catch catch 1 1 M 20-29 yes No No
subject_6 2 Test 1 flower asa catch catch 1 1 M 20-29 yes No No
subject_6 2 Test 2 flower asa catch catch 1 1 M 20-29 yes No No
subject_6 2 Test 2 flower asa catch catch 0 0 M 20-29 yes No No
subject_6 2 Test 2 flower asa catch catch 0 0 M 20-29 yes No No
subject_6 2 Test 2 flower asa catch catch 1 1 M 20-29 yes No No
subject_6 3 Test 1 bird aba similar different 1 1 M 20-29 yes No No
subject_6 3 Test 1 bird aba similar different 0 0 M 20-29 yes No No
subject_6 3 Test 1 bird aba similar different 0 0 M 20-29 yes No No
subject_6 3 Test 1 bird aba similar different 1 1 M 20-29 yes No No
subject_6 3 Test 2 bird aba similar different 0 0 M 20-29 yes No No
subject_6 3 Test 2 bird aba similar different 0 0 M 20-29 yes No No
subject_6 3 Test 2 bird aba similar different 1 1 M 20-29 yes No No
subject_6 3 Test 2 bird aba similar different 1 1 M 20-29 yes No No
subject_6 4 Test 1 tree ar_a_X_a different similar 0 0 M 20-29 yes No No
subject_6 4 Test 1 tree ar_a_X_a different similar 0 0 M 20-29 yes No No
subject_6 4 Test 1 tree ar_a_X_a different similar 0 0 M 20-29 yes No No
subject_6 4 Test 1 tree ar_a_X_a different similar 0 0 M 20-29 yes No No
subject_6 4 Test 2 tree ar_a_X_a different similar 1 1 M 20-29 yes No No
subject_6 4 Test 2 tree ar_a_X_a different similar 1 1 M 20-29 yes No No
subject_6 4 Test 2 tree ar_a_X_a different similar 0 0 M 20-29 yes No No
subject_6 4 Test 2 tree ar_a_X_a different similar 0 0 M 20-29 yes No No
subject_7 joint Test_pre NA   NA NA 0 NA F 60-69 yes No Yes
subject_7 joint Test_pre NA   NA NA 1 NA F 60-69 yes No Yes
subject_7 0 Test 1 bird ar_a_X_a similar similar 1 1 F 60-69 yes No Yes
subject_7 0 Test 1 bird ar_a_X_a similar similar 0 0 F 60-69 yes No Yes
subject_7 0 Test 1 bird ar_a_X_a similar similar 1 0 F 60-69 yes No Yes
subject_7 0 Test 1 bird ar_a_X_a similar similar 0 1 F 60-69 yes No Yes
subject_7 0 Test 2 bird ar_a_X_a similar similar 1 1 F 60-69 yes No Yes
subject_7 0 Test 2 bird ar_a_X_a similar similar 0 1 F 60-69 yes No Yes
subject_7 0 Test 2 bird ar_a_X_a similar similar 1 0 F 60-69 yes No Yes
subject_7 0 Test 2 bird ar_a_X_a similar similar 1 0 F 60-69 yes No Yes
subject_7 1 Test 1 fish aka different different 0 0 F 60-69 yes No Yes
subject_7 1 Test 1 fish aka different different 1 1 F 60-69 yes No Yes
subject_7 1 Test 1 fish aka different different 0 0 F 60-69 yes No Yes
subject_7 1 Test 1 fish aka different different 1 1 F 60-69 yes No Yes
subject_7 1 Test 2 fish aka different different 1 1 F 60-69 yes No Yes
subject_7 1 Test 2 fish aka different different 0 0 F 60-69 yes No Yes
subject_7 1 Test 2 fish aka different different 1 1 F 60-69 yes No Yes
subject_7 1 Test 2 fish aka different different 0 0 F 60-69 yes No Yes
subject_7 2 Test 1 flower asa catch catch 0 1 F 60-69 yes No Yes
subject_7 2 Test 1 flower asa catch catch 1 0 F 60-69 yes No Yes
subject_7 2 Test 1 flower asa catch catch 0 1 F 60-69 yes No Yes
subject_7 2 Test 1 flower asa catch catch 0 0 F 60-69 yes No Yes
subject_7 2 Test 2 flower asa catch catch 0 1 F 60-69 yes No Yes
subject_7 2 Test 2 flower asa catch catch 0 0 F 60-69 yes No Yes
subject_7 2 Test 2 flower asa catch catch 0 0 F 60-69 yes No Yes
subject_7 2 Test 2 flower asa catch catch 1 1 F 60-69 yes No Yes
subject_7 3 Test 1 bug in_a_d_aa similar different 1 1 F 60-69 yes No Yes
subject_7 3 Test 1 bug in_a_d_aa similar different 0 0 F 60-69 yes No Yes
subject_7 3 Test 1 bug in_a_d_aa similar different 1 1 F 60-69 yes No Yes
subject_7 3 Test 1 bug in_a_d_aa similar different 0 0 F 60-69 yes No Yes
subject_7 3 Test 2 bug in_a_d_aa similar different 1 1 F 60-69 yes No Yes
subject_7 3 Test 2 bug in_a_d_aa similar different 0 1 F 60-69 yes No Yes
subject_7 3 Test 2 bug in_a_d_aa similar different 1 1 F 60-69 yes No Yes
subject_7 3 Test 2 bug in_a_d_aa similar different 0 1 F 60-69 yes No Yes
subject_7 4 Test 1 tree aba different similar 0 0 F 60-69 yes No Yes
subject_7 4 Test 1 tree aba different similar 1 1 F 60-69 yes No Yes
subject_7 4 Test 1 tree aba different similar 0 0 F 60-69 yes No Yes
subject_7 4 Test 1 tree aba different similar 0 1 F 60-69 yes No Yes
subject_7 4 Test 2 tree aba different similar 0 1 F 60-69 yes No Yes
subject_7 4 Test 2 tree aba different similar 1 1 F 60-69 yes No Yes
subject_7 4 Test 2 tree aba different similar 0 1 F 60-69 yes No Yes
subject_7 4 Test 2 tree aba different similar 1 1 F 60-69 yes No Yes
subject_8 joint Test_pre NA   NA NA 0 NA F 30-39 yes No No
subject_8 joint Test_pre NA   NA NA 1 NA F 30-39 yes No No
subject_8 0 Test 1 tree aka different different 1 1 F 30-39 yes No No
subject_8 0 Test 1 tree aka different different 1 1 F 30-39 yes No No
subject_8 0 Test 1 tree aka different different 0 0 F 30-39 yes No No
subject_8 0 Test 1 tree aka different different 0 0 F 30-39 yes No No
subject_8 0 Test 2 tree aka different different 0 0 F 30-39 yes No No
subject_8 0 Test 2 tree aka different different 0 0 F 30-39 yes No No
subject_8 0 Test 2 tree aka different different 1 1 F 30-39 yes No No
subject_8 0 Test 2 tree aka different different 1 1 F 30-39 yes No No
subject_8 1 Test 1 bug in_a_d_aa similar similar 0 1 F 30-39 yes No No
subject_8 1 Test 1 bug in_a_d_aa similar similar 1 0 F 30-39 yes No No
subject_8 1 Test 1 bug in_a_d_aa similar similar 1 1 F 30-39 yes No No
subject_8 1 Test 1 bug in_a_d_aa similar similar 1 0 F 30-39 yes No No
subject_8 1 Test 2 bug in_a_d_aa similar similar 1 0 F 30-39 yes No No
subject_8 1 Test 2 bug in_a_d_aa similar similar 0 1 F 30-39 yes No No
subject_8 1 Test 2 bug in_a_d_aa similar similar 0 1 F 30-39 yes No No
subject_8 1 Test 2 bug in_a_d_aa similar similar 0 0 F 30-39 yes No No
subject_8 2 Test 1 flower asa catch catch 1 0 F 30-39 yes No No
subject_8 2 Test 1 flower asa catch catch 0 1 F 30-39 yes No No
subject_8 2 Test 1 flower asa catch catch 1 0 F 30-39 yes No No
subject_8 2 Test 1 flower asa catch catch 0 1 F 30-39 yes No No
subject_8 2 Test 2 flower asa catch catch 0 1 F 30-39 yes No No
subject_8 2 Test 2 flower asa catch catch 1 1 F 30-39 yes No No
subject_8 2 Test 2 flower asa catch catch 0 0 F 30-39 yes No No
subject_8 2 Test 2 flower asa catch catch 0 0 F 30-39 yes No No
subject_8 3 Test 1 fish aba similar different 0 1 F 30-39 yes No No
subject_8 3 Test 1 fish aba similar different 0 1 F 30-39 yes No No
subject_8 3 Test 1 fish aba similar different 0 1 F 30-39 yes No No
subject_8 3 Test 1 fish aba similar different 0 1 F 30-39 yes No No
subject_8 3 Test 2 fish aba similar different 1 1 F 30-39 yes No No
subject_8 3 Test 2 fish aba similar different 0 0 F 30-39 yes No No
subject_8 3 Test 2 fish aba similar different 0 0 F 30-39 yes No No
subject_8 3 Test 2 fish aba similar different 0 1 F 30-39 yes No No
subject_8 4 Test 1 bird ar_a_X_a different similar 1 1 F 30-39 yes No No
subject_8 4 Test 1 bird ar_a_X_a different similar 1 1 F 30-39 yes No No
subject_8 4 Test 1 bird ar_a_X_a different similar 0 0 F 30-39 yes No No
subject_8 4 Test 1 bird ar_a_X_a different similar 0 0 F 30-39 yes No No
subject_8 4 Test 2 bird ar_a_X_a different similar 0 0 F 30-39 yes No No
subject_8 4 Test 2 bird ar_a_X_a different similar 1 1 F 30-39 yes No No
subject_8 4 Test 2 bird ar_a_X_a different similar 0 0 F 30-39 yes No No
subject_8 4 Test 2 bird ar_a_X_a different similar 1 1 F 30-39 yes No No
subject_9 joint Test_pre NA   NA NA 1 NA M 50-59 yes No No
subject_9 joint Test_pre NA   NA NA 0 NA M 50-59 yes No No
subject_9 0 Test 1 bug aba similar different 0 0 M 50-59 yes No No
subject_9 0 Test 1 bug aba similar different 0 1 M 50-59 yes No No
subject_9 0 Test 1 bug aba similar different 1 1 M 50-59 yes No No
subject_9 0 Test 1 bug aba similar different 0 0 M 50-59 yes No No
subject_9 0 Test 2 bug aba similar different 1 0 M 50-59 yes No No
subject_9 0 Test 2 bug aba similar different 0 0 M 50-59 yes No No
subject_9 0 Test 2 bug aba similar different 0 1 M 50-59 yes No No
subject_9 0 Test 2 bug aba similar different 1 1 M 50-59 yes No No
subject_9 1 Test 1 bird ar_a_X_a different similar 0 0 M 50-59 yes No No
subject_9 1 Test 1 bird ar_a_X_a different similar 1 0 M 50-59 yes No No
subject_9 1 Test 1 bird ar_a_X_a different similar 0 1 M 50-59 yes No No
subject_9 1 Test 1 bird ar_a_X_a different similar 0 1 M 50-59 yes No No
subject_9 1 Test 2 bird ar_a_X_a different similar 0 1 M 50-59 yes No No
subject_9 1 Test 2 bird ar_a_X_a different similar 0 0 M 50-59 yes No No
subject_9 1 Test 2 bird ar_a_X_a different similar 0 1 M 50-59 yes No No
subject_9 1 Test 2 bird ar_a_X_a different similar 0 0 M 50-59 yes No No
subject_9 2 Test 1 flower asa catch catch 0 0 M 50-59 yes No No
subject_9 2 Test 1 flower asa catch catch 1 0 M 50-59 yes No No
subject_9 2 Test 1 flower asa catch catch 0 0 M 50-59 yes No No
subject_9 2 Test 1 flower asa catch catch 1 0 M 50-59 yes No No
subject_9 2 Test 2 flower asa catch catch 1 1 M 50-59 yes No No
subject_9 2 Test 2 flower asa catch catch 1 1 M 50-59 yes No No
subject_9 2 Test 2 flower asa catch catch 0 0 M 50-59 yes No No
subject_9 2 Test 2 flower asa catch catch 0 0 M 50-59 yes No No
subject_9 3 Test 1 fish aka similar similar 1 0 M 50-59 yes No No
subject_9 3 Test 1 fish aka similar similar 1 0 M 50-59 yes No No
subject_9 3 Test 1 fish aka similar similar 0 1 M 50-59 yes No No
subject_9 3 Test 1 fish aka similar similar 1 1 M 50-59 yes No No
subject_9 3 Test 2 fish aka similar similar 0 1 M 50-59 yes No No
subject_9 3 Test 2 fish aka similar similar 0 1 M 50-59 yes No No
subject_9 3 Test 2 fish aka similar similar 1 0 M 50-59 yes No No
subject_9 3 Test 2 fish aka similar similar 0 0 M 50-59 yes No No
